,PUMA,ST
11962,1300,16
11963,701,16
11964,800,16
11965,800,16
11966,800,16
11967,800,16
11968,800,16
11969,100,16
11970,100,16
11971,200,16
11972,900,16
11973,900,16
11974,900,16
11975,500,16
11976,500,16
11977,500,16
11978,500,16
11979,500,16
11980,500,16
11981,1300,16
11982,500,16
11983,500,16
11984,1000,16
11985,300,16
11986,800,16
11987,800,16
11988,1000,16
11989,1300,16
11990,1300,16
11991,1300,16
11992,1300,16
11993,1300,16
11994,1200,16
11995,1000,16
11996,702,16
11997,702,16
11998,701,16
11999,701,16
12000,1000,16
12001,1000,16
12002,1100,16
12003,1100,16
12004,1300,16
12005,1300,16
12006,1300,16
12007,1300,16
12008,1300,16
12009,1300,16
12010,1300,16
12011,400,16
12012,400,16
12013,400,16
12014,100,16
12015,100,16
12016,100,16
12017,400,16
12018,400,16
12019,702,16
12020,702,16
12021,702,16
12022,702,16
12023,900,16
12024,300,16
12025,300,16
12026,300,16
12027,300,16
12028,1100,16
12029,1100,16
12030,1100,16
12031,1100,16
12032,1100,16
12033,1100,16
12034,300,16
12035,300,16
12036,300,16
12037,300,16
12038,1000,16
12039,1000,16
12040,300,16
12041,800,16
12042,800,16
12043,800,16
12044,800,16
12045,701,16
12046,100,16
12047,100,16
12048,900,16
12049,900,16
12050,900,16
12051,300,16
12052,300,16
12053,100,16
12054,100,16
12055,100,16
12056,1100,16
12057,1100,16
12058,1100,16
12059,1100,16
12060,1000,16
12061,1000,16
12062,1300,16
12063,1300,16
12064,800,16
12065,1300,16
12066,1300,16
12067,701,16
12068,701,16
12069,701,16
12070,701,16
12071,1200,16
12072,300,16
12073,300,16
12074,200,16
12075,200,16
12076,200,16
12077,200,16
12078,300,16
12079,1100,16
12080,1100,16
12081,1100,16
12082,200,16
12083,200,16
12084,1200,16
12085,1200,16
12086,900,16
12087,900,16
12088,1000,16
12089,1000,16
12090,1300,16
12091,1300,16
12092,1100,16
12093,1100,16
12094,900,16
12095,900,16
12096,100,16
12097,1000,16
12098,1300,16
12099,1300,16
12100,1300,16
12101,1300,16
12102,1300,16
12103,1100,16
12104,1100,16
12105,400,16
12106,400,16
12107,200,16
12108,200,16
12109,300,16
12110,300,16
12111,300,16
12112,1300,16
12113,1300,16
12114,1300,16
12115,1300,16
12116,702,16
12117,900,16
12118,100,16
12119,100,16
12120,100,16
12121,100,16
12122,702,16
12123,100,16
12124,100,16
12125,200,16
12126,200,16
12127,200,16
12128,1000,16
12129,1000,16
12130,800,16
12131,500,16
12132,500,16
12133,500,16
12134,800,16
12135,800,16
12136,800,16
12137,800,16
12138,1200,16
12139,1200,16
12140,100,16
12141,100,16
12142,100,16
12143,100,16
12144,100,16
12145,100,16
12146,100,16
12147,800,16
12148,702,16
12149,702,16
12150,1200,16
12151,500,16
12152,500,16
12153,500,16
12154,500,16
12155,500,16
12156,500,16
12157,1100,16
12158,1100,16
12159,1100,16
12160,500,16
12161,500,16
12162,1300,16
12163,1300,16
12164,400,16
12165,400,16
12166,1200,16
12167,1200,16
12168,900,16
12169,900,16
12170,500,16
12171,500,16
12172,1100,16
12173,1100,16
12174,100,16
12175,100,16
12176,1100,16
12177,1100,16
12178,1100,16
12179,1100,16
12180,1100,16
12181,1100,16
12182,1100,16
12183,1100,16
12184,702,16
12185,1300,16
12186,400,16
12187,400,16
12188,400,16
12189,702,16
12190,702,16
12191,702,16
12192,1000,16
12193,1000,16
12194,400,16
12195,400,16
12196,400,16
12197,400,16
12198,1100,16
12199,1100,16
12200,1100,16
12201,900,16
12202,900,16
12203,900,16
12204,900,16
12205,900,16
12206,900,16
12207,300,16
12208,300,16
12209,300,16
12210,300,16
12211,300,16
12212,1200,16
12213,702,16
12214,1300,16
12215,1300,16
12216,300,16
12217,300,16
12218,300,16
12219,300,16
12220,300,16
12221,800,16
12222,800,16
12223,800,16
12224,1200,16
12225,1200,16
12226,1200,16
12227,1200,16
12228,1200,16
12229,500,16
12230,200,16
12231,200,16
12232,400,16
12233,900,16
12234,900,16
12235,900,16
12236,900,16
12237,600,16
12238,600,16
12239,200,16
12240,200,16
12241,200,16
12242,200,16
12243,702,16
12244,702,16
12245,1100,16
12246,1100,16
12247,1000,16
12248,1000,16
12249,400,16
12250,400,16
12251,400,16
12252,1100,16
12253,1100,16
12254,1100,16
12255,1100,16
12256,600,16
12257,600,16
12258,600,16
12259,600,16
12260,600,16
12261,100,16
12262,100,16
12263,400,16
12264,400,16
12265,200,16
12266,200,16
12267,200,16
12268,200,16
12269,900,16
12270,900,16
12271,300,16
12272,300,16
12273,701,16
12274,701,16
12275,701,16
12276,600,16
12277,100,16
12278,100,16
12279,100,16
12280,100,16
12281,900,16
12282,900,16
12283,900,16
12284,701,16
12285,701,16
12286,701,16
12287,1100,16
12288,1100,16
12289,400,16
12290,400,16
12291,400,16
12292,900,16
12293,900,16
12294,900,16
12295,900,16
12296,900,16
12297,900,16
12298,100,16
12299,1100,16
12300,200,16
12301,200,16
12302,300,16
12303,300,16
12304,300,16
12305,1000,16
12306,1000,16
12307,1000,16
12308,1000,16
12309,300,16
12310,800,16
12311,800,16
12312,800,16
12313,800,16
12314,1200,16
12315,1200,16
12316,100,16
12317,100,16
12318,1000,16
12319,1000,16
12320,1300,16
12321,1000,16
12322,300,16
12323,300,16
12324,300,16
12325,300,16
12326,300,16
12327,500,16
12328,500,16
12329,500,16
12330,500,16
12331,500,16
12332,300,16
12333,300,16
12334,300,16
12335,300,16
12336,300,16
12337,300,16
12338,900,16
12339,900,16
12340,900,16
12341,500,16
12342,600,16
12343,600,16
12344,200,16
12345,1000,16
12346,400,16
12347,400,16
12348,400,16
12349,400,16
12350,400,16
12351,400,16
12352,100,16
12353,100,16
12354,200,16
12355,200,16
12356,1200,16
12357,1200,16
12358,1200,16
12359,1200,16
12360,1200,16
12361,702,16
12362,200,16
12363,900,16
12364,1100,16
12365,1100,16
12366,500,16
12367,500,16
12368,500,16
12369,500,16
12370,1000,16
12371,1000,16
12372,1000,16
12373,1000,16
12374,100,16
12375,100,16
12376,100,16
12377,100,16
12378,1000,16
12379,1000,16
12380,702,16
12381,702,16
12382,200,16
12383,200,16
12384,100,16
12385,800,16
12386,100,16
12387,100,16
12388,300,16
12389,300,16
12390,300,16
12391,300,16
12392,600,16
12393,600,16
12394,600,16
12395,1100,16
12396,1200,16
12397,1200,16
12398,1200,16
12399,1200,16
12400,1200,16
12401,1200,16
12402,1200,16
12403,400,16
12404,400,16
12405,800,16
12406,800,16
12407,1000,16
12408,1000,16
12409,900,16
12410,900,16
12411,900,16
12412,1100,16
12413,1100,16
12414,1100,16
12415,702,16
12416,702,16
12417,1000,16
12418,1000,16
12419,1000,16
12420,400,16
12421,400,16
12422,1000,16
12423,100,16
12424,100,16
12425,100,16
12426,100,16
12427,800,16
12428,800,16
12429,1100,16
12430,1100,16
12431,1100,16
12432,1100,16
12433,1300,16
12434,1300,16
12435,1100,16
12436,800,16
12437,800,16
12438,800,16
12439,800,16
12440,300,16
12441,300,16
12442,300,16
12443,200,16
12444,200,16
12445,200,16
12446,1200,16
12447,900,16
12448,900,16
12449,1200,16
12450,1200,16
12451,1200,16
12452,1200,16
12453,1200,16
12454,1200,16
12455,1200,16
12456,100,16
12457,100,16
12458,100,16
12459,100,16
12460,300,16
12461,300,16
12462,1000,16
12463,1000,16
12464,900,16
12465,1100,16
12466,1100,16
12467,300,16
12468,300,16
12469,200,16
12470,200,16
12471,600,16
12472,1200,16
12473,1200,16
12474,1200,16
12475,500,16
12476,1300,16
12477,1300,16
12478,1300,16
12479,1300,16
12480,1300,16
12481,1300,16
12482,1300,16
12483,1300,16
12484,1300,16
12485,1200,16
12486,1200,16
12487,1200,16
12488,100,16
12489,100,16
12490,500,16
12491,500,16
12492,200,16
12493,200,16
12494,702,16
12495,702,16
12496,702,16
12497,600,16
12498,600,16
12499,600,16
12500,600,16
12501,900,16
12502,900,16
12503,1200,16
12504,1200,16
12505,1200,16
12506,1200,16
12507,400,16
12508,400,16
12509,300,16
12510,300,16
12511,701,16
12512,1200,16
12513,1200,16
12514,1300,16
12515,1300,16
12516,1300,16
12517,100,16
12518,100,16
12519,1200,16
12520,1200,16
12521,1200,16
12522,1200,16
12523,701,16
12524,701,16
12525,400,16
12526,400,16
12527,300,16
12528,300,16
12529,1200,16
12530,1200,16
12531,200,16
12532,200,16
12533,200,16
12534,200,16
12535,100,16
12536,702,16
12537,702,16
12538,702,16
12539,1100,16
12540,800,16
12541,800,16
12542,800,16
12543,800,16
12544,200,16
12545,200,16
12546,300,16
12547,300,16
12548,800,16
12549,800,16
12550,800,16
12551,100,16
12552,100,16
12553,100,16
12554,1200,16
12555,1200,16
12556,701,16
12557,300,16
12558,400,16
12559,900,16
12560,800,16
12561,1000,16
12562,1100,16
12563,1100,16
12564,1100,16
12565,1100,16
12566,1200,16
12567,1200,16
12568,1000,16
12569,1000,16
12570,1000,16
12571,1000,16
12572,300,16
12573,300,16
12574,1000,16
12575,1000,16
12576,1000,16
12577,1000,16
12578,1000,16
12579,1300,16
12580,400,16
12581,400,16
12582,400,16
12583,400,16
12584,400,16
12585,701,16
12586,1300,16
12587,1300,16
12588,1300,16
12589,1300,16
12590,800,16
12591,800,16
12592,800,16
12593,800,16
12594,100,16
12595,100,16
12596,300,16
12597,701,16
12598,1100,16
12599,1100,16
12600,1100,16
12601,1100,16
12602,1100,16
12603,500,16
12604,500,16
12605,500,16
12606,500,16
12607,500,16
12608,701,16
12609,701,16
12610,701,16
12611,701,16
12612,100,16
12613,100,16
12614,1000,16
12615,1000,16
12616,300,16
12617,800,16
12618,800,16
12619,800,16
12620,800,16
12621,1100,16
12622,1100,16
12623,900,16
12624,900,16
12625,900,16
12626,400,16
12627,400,16
12628,400,16
12629,400,16
12630,400,16
12631,702,16
12632,900,16
12633,900,16
12634,300,16
12635,300,16
12636,800,16
12637,800,16
12638,1000,16
12639,1000,16
12640,1000,16
12641,1000,16
12642,300,16
12643,300,16
12644,300,16
12645,300,16
12646,300,16
12647,1300,16
12648,1300,16
12649,1300,16
12650,1300,16
12651,1300,16
12652,1300,16
12653,1300,16
12654,1300,16
12655,1300,16
12656,900,16
12657,900,16
12658,100,16
12659,1100,16
12660,1100,16
12661,1100,16
12662,1100,16
12663,1100,16
12664,300,16
12665,900,16
12666,900,16
12667,900,16
12668,900,16
12669,1200,16
12670,1200,16
12671,1300,16
12672,1300,16
12673,1300,16
12674,1300,16
12675,1300,16
12676,200,16
12677,200,16
12678,1300,16
12679,1300,16
12680,1300,16
12681,1100,16
12682,1100,16
12683,100,16
12684,100,16
12685,1300,16
12686,1300,16
12687,1300,16
12688,400,16
12689,400,16
12690,400,16
12691,702,16
12692,300,16
12693,200,16
12694,500,16
12695,900,16
12696,900,16
12697,100,16
12698,100,16
12699,100,16
12700,100,16
12701,900,16
12702,900,16
12703,900,16
12704,900,16
12705,1200,16
12706,1100,16
12707,1100,16
12708,200,16
12709,200,16
12710,200,16
12711,200,16
12712,100,16
12713,800,16
12714,800,16
12715,1200,16
12716,1200,16
12717,1200,16
12718,100,16
12719,100,16
12720,800,16
12721,701,16
12722,701,16
12723,200,16
12724,200,16
12725,200,16
12726,200,16
12727,900,16
12728,900,16
12729,1300,16
12730,300,16
12731,400,16
12732,1200,16
12733,1200,16
12734,100,16
12735,100,16
12736,702,16
12737,702,16
12738,400,16
12739,400,16
12740,400,16
12741,400,16
12742,400,16
12743,400,16
12744,200,16
12745,200,16
12746,701,16
12747,701,16
12748,701,16
12749,701,16
12750,701,16
12751,701,16
12752,701,16
12753,701,16
12754,702,16
12755,100,16
12756,600,16
12757,600,16
12758,600,16
12759,600,16
12760,600,16
12761,1100,16
12762,1100,16
12763,300,16
12764,300,16
12765,1000,16
12766,1000,16
12767,701,16
12768,701,16
12769,100,16
12770,100,16
12771,1100,16
12772,600,16
12773,600,16
12774,600,16
12775,600,16
12776,702,16
12777,1200,16
12778,1200,16
12779,1200,16
12780,1200,16
12781,1300,16
12782,702,16
12783,702,16
12784,1300,16
12785,1300,16
12786,900,16
12787,800,16
12788,800,16
12789,1300,16
12790,1300,16
12791,300,16
12792,1100,16
12793,1100,16
12794,1100,16
12795,1100,16
12796,100,16
12797,100,16
12798,100,16
12799,100,16
12800,100,16
12801,100,16
12802,800,16
12803,800,16
12804,800,16
12805,800,16
12806,200,16
12807,200,16
12808,400,16
12809,400,16
12810,400,16
12811,400,16
12812,100,16
12813,500,16
12814,1000,16
12815,900,16
12816,900,16
12817,300,16
12818,400,16
12819,1000,16
12820,1000,16
12821,600,16
12822,600,16
12823,800,16
12824,800,16
12825,800,16
12826,800,16
12827,800,16
12828,800,16
12829,1000,16
12830,1000,16
12831,900,16
12832,900,16
12833,100,16
12834,100,16
12835,500,16
12836,500,16
12837,500,16
12838,500,16
12839,1100,16
12840,1300,16
12841,900,16
12842,900,16
12843,900,16
12844,900,16
12845,300,16
12846,300,16
12847,200,16
12848,200,16
12849,200,16
12850,1300,16
12851,1300,16
12852,1300,16
12853,1300,16
12854,1300,16
12855,701,16
12856,701,16
12857,1000,16
12858,800,16
12859,400,16
12860,400,16
12861,400,16
12862,400,16
12863,800,16
12864,1300,16
12865,1300,16
12866,1300,16
12867,702,16
12868,702,16
12869,702,16
12870,702,16
12871,1100,16
12872,1100,16
12873,1100,16
12874,1100,16
12875,1100,16
12876,1100,16
12877,100,16
12878,200,16
12879,100,16
12880,100,16
12881,1300,16
12882,1300,16
12883,1300,16
12884,1300,16
12885,1200,16
12886,800,16
12887,800,16
12888,200,16
12889,200,16
12890,300,16
12891,300,16
12892,900,16
12893,900,16
12894,900,16
12895,900,16
12896,900,16
12897,100,16
12898,400,16
12899,1000,16
12900,1000,16
12901,300,16
12902,300,16
12903,300,16
12904,300,16
12905,1100,16
12906,1100,16
12907,1100,16
12908,1100,16
12909,1200,16
12910,1200,16
12911,300,16
12912,300,16
12913,1000,16
12914,900,16
12915,1200,16
12916,1200,16
12917,702,16
12918,702,16
12919,702,16
12920,702,16
12921,702,16
12922,1000,16
12923,200,16
12924,200,16
12925,200,16
12926,300,16
12927,300,16
12928,300,16
12929,300,16
12930,200,16
12931,200,16
12932,200,16
12933,600,16
12934,600,16
12935,1300,16
12936,1300,16
12937,1300,16
12938,1000,16
12939,1000,16
12940,1000,16
12941,1000,16
12942,701,16
12943,701,16
12944,100,16
12945,100,16
12946,900,16
12947,900,16
12948,900,16
12949,900,16
12950,900,16
12951,500,16
12952,500,16
12953,1000,16
12954,500,16
12955,500,16
12956,500,16
12957,500,16
12958,500,16
12959,300,16
12960,900,16
12961,900,16
12962,1300,16
12963,100,16
12964,100,16
12965,100,16
12966,100,16
12967,400,16
12968,400,16
12969,400,16
12970,400,16
12971,500,16
12972,500,16
12973,300,16
12974,300,16
12975,300,16
12976,300,16
12977,300,16
12978,900,16
12979,900,16
12980,900,16
12981,900,16
12982,1300,16
12983,400,16
12984,1000,16
12985,1000,16
12986,1000,16
12987,1000,16
12988,1000,16
12989,1000,16
12990,400,16
12991,400,16
12992,1300,16
12993,1300,16
12994,1300,16
12995,702,16
12996,702,16
12997,701,16
12998,701,16
12999,800,16
13000,701,16
13001,701,16
13002,701,16
13003,300,16
13004,300,16
13005,100,16
13006,100,16
13007,300,16
13008,300,16
13009,300,16
13010,800,16
13011,300,16
13012,300,16
13013,1100,16
13014,1300,16
13015,1300,16
13016,200,16
13017,400,16
13018,400,16
13019,702,16
13020,702,16
13021,702,16
13022,100,16
13023,100,16
13024,300,16
13025,300,16
13026,600,16
13027,400,16
13028,400,16
13029,1000,16
13030,1000,16
13031,1000,16
13032,1000,16
13033,1000,16
13034,500,16
13035,900,16
13036,1300,16
13037,1300,16
13038,1300,16
13039,1300,16
13040,1300,16
13041,702,16
13042,702,16
13043,1100,16
13044,1100,16
13045,1200,16
13046,1200,16
13047,1200,16
13048,1200,16
13049,100,16
13050,100,16
13051,800,16
13052,800,16
13053,500,16
13054,500,16
13055,1200,16
13056,100,16
13057,100,16
13058,100,16
13059,300,16
13060,300,16
13061,300,16
13062,300,16
13063,900,16
13064,900,16
13065,900,16
13066,900,16
13067,900,16
13068,800,16
13069,800,16
13070,400,16
13071,400,16
13072,400,16
13073,400,16
13074,400,16
13075,900,16
13076,900,16
13077,400,16
13078,400,16
13079,200,16
13080,200,16
13081,500,16
13082,500,16
13083,500,16
13084,500,16
13085,500,16
13086,701,16
13087,701,16
13088,701,16
13089,701,16
13090,701,16
13091,701,16
13092,1300,16
13093,1300,16
13094,1300,16
13095,1300,16
13096,400,16
13097,400,16
13098,400,16
13099,400,16
13100,500,16
13101,500,16
13102,900,16
13103,900,16
13104,300,16
13105,300,16
13106,500,16
13107,500,16
13108,100,16
13109,100,16
13110,702,16
13111,702,16
13112,702,16
13113,702,16
13114,702,16
13115,300,16
13116,1000,16
13117,1000,16
13118,300,16
13119,300,16
13120,300,16
13121,300,16
13122,800,16
13123,701,16
13124,100,16
13125,100,16
13126,1000,16
13127,1000,16
13128,701,16
13129,701,16
13130,701,16
13131,1000,16
13132,1000,16
13133,702,16
13134,100,16
13135,100,16
13136,900,16
13137,900,16
13138,900,16
13139,1100,16
13140,1100,16
13141,1100,16
13142,1100,16
13143,1100,16
13144,1300,16
13145,1300,16
13146,1300,16
13147,300,16
13148,300,16
13149,100,16
13150,100,16
13151,100,16
13152,100,16
13153,100,16
13154,100,16
13155,100,16
13156,100,16
13157,100,16
13158,100,16
13159,1000,16
13160,1000,16
13161,1000,16
13162,200,16
13163,200,16
13164,900,16
13165,900,16
13166,900,16
13167,100,16
13168,702,16
13169,400,16
13170,200,16
13171,200,16
13172,500,16
13173,500,16
13174,702,16
13175,300,16
13176,300,16
13177,1200,16
13178,1200,16
13179,900,16
13180,800,16
13181,800,16
13182,900,16
13183,900,16
13184,100,16
13185,100,16
13186,600,16
13187,600,16
13188,1000,16
13189,1000,16
13190,1000,16
13191,800,16
13192,800,16
13193,800,16
13194,800,16
13195,800,16
13196,500,16
13197,500,16
13198,500,16
13199,500,16
13200,702,16
13201,1300,16
13202,1300,16
13203,1300,16
13204,1000,16
13205,100,16
13206,100,16
13207,1100,16
13208,500,16
13209,500,16
13210,500,16
13211,100,16
13212,1000,16
13213,701,16
13214,701,16
13215,701,16
13216,701,16
13217,900,16
13218,900,16
13219,900,16
13220,900,16
13221,900,16
13222,900,16
13223,900,16
13224,1200,16
13225,702,16
13226,702,16
13227,200,16
13228,100,16
13229,100,16
13230,900,16
13231,1000,16
13232,1000,16
13233,1200,16
13234,1200,16
13235,1200,16
13236,1200,16
13237,1200,16
13238,1100,16
13239,1100,16
13240,1100,16
13241,1100,16
13242,600,16
13243,600,16
13244,600,16
13245,600,16
13246,600,16
13247,600,16
13248,1100,16
13249,1300,16
13250,1300,16
13251,500,16
13252,300,16
13253,300,16
13254,300,16
13255,300,16
13256,300,16
13257,300,16
13258,400,16
13259,400,16
13260,900,16
13261,900,16
13262,900,16
13263,900,16
13264,900,16
13265,900,16
13266,300,16
13267,300,16
13268,600,16
13269,800,16
13270,800,16
13271,800,16
13272,1000,16
13273,100,16
13274,100,16
13275,200,16
13276,200,16
13277,200,16
13278,200,16
13279,200,16
13280,400,16
13281,400,16
13282,300,16
13283,300,16
13284,200,16
13285,200,16
13286,200,16
13287,100,16
13288,200,16
13289,200,16
13290,701,16
13291,701,16
13292,701,16
13293,701,16
13294,701,16
13295,1000,16
13296,1000,16
13297,300,16
13298,300,16
13299,300,16
13300,300,16
13301,800,16
13302,100,16
13303,100,16
13304,100,16
13305,100,16
13306,100,16
13307,1300,16
13308,701,16
13309,701,16
13310,701,16
13311,701,16
13312,701,16
13313,701,16
13314,100,16
13315,100,16
13316,100,16
13317,300,16
13318,1100,16
13319,1100,16
13320,1100,16
13321,1100,16
13322,1100,16
13323,1100,16
13324,300,16
13325,300,16
13326,1000,16
13327,1000,16
13328,1000,16
13329,1000,16
13330,100,16
13331,100,16
13332,100,16
13333,100,16
13334,100,16
13335,100,16
13336,100,16
13337,300,16
13338,300,16
13339,300,16
13340,300,16
13341,300,16
13342,100,16
13343,100,16
13344,1200,16
13345,1000,16
13346,1000,16
13347,1000,16
13348,1000,16
13349,1100,16
13350,100,16
13351,100,16
13352,1100,16
13353,300,16
13354,300,16
13355,300,16
13356,300,16
13357,300,16
13358,1000,16
13359,1000,16
13360,1000,16
13361,1000,16
13362,1000,16
13363,1000,16
13364,600,16
13365,600,16
13366,600,16
13367,600,16
13368,100,16
13369,100,16
13370,702,16
13371,702,16
13372,800,16
13373,800,16
13374,400,16
13375,900,16
13376,900,16
13377,1300,16
13378,1300,16
13379,1000,16
13380,1000,16
13381,1000,16
13382,800,16
13383,800,16
13384,800,16
13385,1200,16
13386,1200,16
13387,1200,16
13388,1200,16
13389,400,16
13390,400,16
13391,1100,16
13392,1100,16
13393,1100,16
13394,1100,16
13395,702,16
13396,702,16
13397,300,16
13398,100,16
13399,100,16
13400,100,16
13401,100,16
13402,702,16
13403,300,16
13404,300,16
13405,1100,16
13406,1100,16
13407,1100,16
13408,1100,16
13409,100,16
13410,900,16
13411,900,16
13412,1000,16
13413,200,16
13414,200,16
13415,200,16
13416,500,16
13417,200,16
13418,200,16
13419,300,16
13420,600,16
13421,300,16
13422,300,16
13423,300,16
13424,300,16
13425,300,16
13426,1100,16
13427,100,16
13428,100,16
13429,100,16
13430,300,16
13431,300,16
13432,300,16
13433,300,16
13434,300,16
13435,1100,16
13436,1100,16
13437,1100,16
13438,1100,16
13439,1100,16
13440,1300,16
13441,1300,16
13442,500,16
13443,500,16
13444,701,16
13445,701,16
13446,300,16
13447,300,16
13448,400,16
13449,400,16
13450,400,16
13451,400,16
13452,400,16
13453,100,16
13454,100,16
13455,100,16
13456,300,16
13457,300,16
13458,800,16
13459,800,16
13460,800,16
13461,800,16
13462,800,16
13463,200,16
13464,200,16
13465,200,16
13466,200,16
13467,200,16
13468,1300,16
13469,1300,16
13470,1300,16
13471,1300,16
13472,1300,16
13473,1300,16
13474,1200,16
13475,1200,16
13476,1200,16
13477,1200,16
13478,800,16
13479,800,16
13480,400,16
13481,400,16
13482,400,16
13483,300,16
13484,300,16
13485,600,16
13486,600,16
13487,600,16
13488,600,16
13489,600,16
13490,600,16
13491,600,16
13492,600,16
13493,900,16
13494,200,16
13495,200,16
13496,900,16
13497,900,16
13498,900,16
13499,900,16
13500,900,16
13501,900,16
13502,500,16
13503,100,16
13504,1000,16
13505,1000,16
13506,100,16
13507,100,16
13508,600,16
13509,1300,16
13510,1300,16
13511,200,16
13512,200,16
13513,200,16
13514,300,16
13515,300,16
13516,1300,16
13517,1300,16
13518,1300,16
13519,1300,16
13520,702,16
13521,100,16
13522,100,16
13523,100,16
13524,100,16
13525,100,16
13526,900,16
13527,900,16
13528,900,16
13529,900,16
13530,900,16
13531,100,16
13532,100,16
13533,100,16
13534,100,16
13535,800,16
13536,1300,16
13537,1300,16
13538,1300,16
13539,300,16
13540,701,16
13541,701,16
13542,1300,16
13543,1300,16
13544,300,16
13545,300,16
13546,300,16
13547,300,16
13548,300,16
13549,702,16
13550,702,16
13551,100,16
13552,100,16
13553,900,16
13554,900,16
13555,100,16
13556,100,16
13557,1200,16
13558,1200,16
13559,200,16
13560,200,16
13561,1000,16
13562,1000,16
13563,400,16
13564,1300,16
13565,1300,16
13566,1300,16
13567,800,16
13568,800,16
13569,800,16
13570,800,16
13571,800,16
13572,800,16
13573,300,16
13574,300,16
13575,300,16
13576,1300,16
13577,400,16
13578,400,16
13579,1000,16
13580,1000,16
13581,100,16
13582,1100,16
13583,1100,16
13584,1100,16
13585,500,16
13586,500,16
13587,100,16
13588,800,16
13589,800,16
13590,500,16
13591,500,16
13592,500,16
13593,500,16
13594,400,16
13595,400,16
13596,100,16
13597,200,16
13598,200,16
13599,1100,16
13600,1100,16
13601,1000,16
13602,1000,16
13603,300,16
13604,300,16
13605,300,16
13606,300,16
13607,300,16
13608,100,16
13609,800,16
13610,800,16
13611,1300,16
13612,1300,16
13613,1300,16
13614,1300,16
13615,100,16
13616,100,16
13617,100,16
13618,1000,16
13619,1000,16
13620,1000,16
13621,1000,16
13622,1000,16
13623,1200,16
13624,1200,16
13625,1000,16
13626,1000,16
13627,100,16
13628,100,16
13629,300,16
13630,100,16
13631,100,16
13632,100,16
13633,100,16
13634,400,16
13635,400,16
13636,900,16
13637,900,16
13638,900,16
13639,1000,16
13640,1000,16
13641,1000,16
13642,300,16
13643,300,16
13644,300,16
13645,1100,16
13646,1100,16
13647,300,16
13648,300,16
13649,300,16
13650,300,16
13651,1100,16
13652,1100,16
13653,1100,16
13654,1100,16
13655,1100,16
13656,1100,16
13657,400,16
13658,702,16
13659,702,16
13660,701,16
13661,701,16
13662,200,16
13663,1300,16
13664,1300,16
13665,1300,16
13666,300,16
13667,300,16
13668,1200,16
13669,1200,16
13670,800,16
13671,800,16
13672,900,16
13673,1200,16
13674,1200,16
13675,701,16
13676,701,16
13677,500,16
13678,1100,16
13679,1100,16
13680,701,16
13681,701,16
13682,701,16
13683,701,16
13684,701,16
13685,701,16
13686,1000,16
13687,1000,16
13688,1000,16
13689,1000,16
13690,1200,16
13691,1200,16
13692,1200,16
13693,1200,16
13694,1200,16
13695,1200,16
13696,1300,16
13697,1300,16
13698,1300,16
13699,1000,16
13700,1000,16
13701,1000,16
13702,1000,16
13703,300,16
13704,200,16
13705,200,16
13706,200,16
13707,200,16
13708,200,16
13709,702,16
13710,100,16
13711,1100,16
13712,1100,16
13713,1100,16
13714,1100,16
13715,1100,16
13716,1100,16
13717,1100,16
13718,400,16
13719,400,16
13720,600,16
13721,800,16
13722,800,16
13723,702,16
13724,1100,16
13725,900,16
13726,900,16
13727,200,16
13728,200,16
13729,100,16
13730,100,16
13731,1000,16
13732,1000,16
13733,1000,16
13734,800,16
13735,800,16
13736,100,16
13737,100,16
13738,100,16
13739,100,16
13740,200,16
13741,1300,16
13742,1300,16
13743,300,16
13744,300,16
13745,1100,16
13746,100,16
13747,300,16
13748,300,16
13749,900,16
13750,900,16
13751,900,16
13752,1100,16
13753,600,16
13754,500,16
13755,702,16
13756,702,16
13757,702,16
13758,100,16
13759,100,16
13760,701,16
13761,701,16
13762,701,16
13763,701,16
13764,400,16
13765,400,16
13766,300,16
13767,300,16
13768,1100,16
13769,1100,16
13770,1100,16
13771,300,16
13772,300,16
13773,1200,16
13774,1200,16
13775,1300,16
13776,1300,16
13777,1300,16
13778,1300,16
13779,800,16
13780,100,16
13781,100,16
13782,100,16
13783,100,16
13784,800,16
13785,800,16
13786,300,16
13787,300,16
13788,300,16
13789,300,16
13790,300,16
13791,1000,16
13792,1000,16
13793,1000,16
13794,1000,16
13795,100,16
13796,100,16
13797,100,16
13798,100,16
13799,1000,16
13800,1100,16
13801,1200,16
13802,1200,16
13803,1300,16
13804,1300,16
13805,702,16
13806,1300,16
13807,1300,16
13808,1300,16
13809,1300,16
13810,1200,16
13811,1200,16
13812,1200,16
13813,300,16
13814,500,16
13815,500,16
13816,500,16
13817,500,16
13818,1000,16
13819,1000,16
13820,100,16
13821,100,16
13822,701,16
13823,701,16
13824,701,16
13825,1000,16
13826,1000,16
13827,1300,16
13828,1300,16
13829,1300,16
13830,1000,16
13831,1000,16
13832,1000,16
13833,1000,16
13834,1000,16
13835,100,16
13836,100,16
13837,702,16
13838,702,16
13839,1300,16
13840,1300,16
13841,100,16
13842,100,16
13843,100,16
13844,300,16
13845,300,16
13846,1000,16
13847,1000,16
13848,900,16
13849,900,16
13850,1000,16
13851,1000,16
13852,1000,16
13853,1000,16
13854,1000,16
13855,1300,16
13856,1300,16
13857,1300,16
13858,1000,16
13859,1000,16
13860,1300,16
13861,1300,16
13862,300,16
13863,300,16
13864,1100,16
13865,1100,16
13866,500,16
13867,500,16
13868,500,16
13869,500,16
